,user_id,rating
24581,24582,183
12860,12861,183
12465,12466,183
313,314,183
20075,20076,183
38079,38080,183
14206,14207,183
32591,32592,183
50101,50102,183
51064,51065,183
5628,5629,183
17227,17228,183
12454,12455,183
20847,20848,183
8177,8178,183
9243,9244,183
9770,9771,183
11853,11854,183
39422,39423,183
25213,25214,183
26660,26661,183
10245,10246,183
51761,51762,182
29688,29689,182
41317,41318,182
26243,26244,182
16176,16177,182
32418,32419,182
19983,19984,182
11598,11599,182
37689,37690,182
18856,18857,182
36239,36240,182
24388,24389,182
50341,50342,182
15317,15318,182
5378,5379,182
2076,2077,182
47745,47746,182
9721,9722,182
6633,6634,182
19190,19191,182
10726,10727,182
31000,31001,182
11238,11239,182
30600,30601,182
39617,39618,182
26397,26398,182
15888,15889,182
14935,14936,182
8668,8669,182
14284,14285,181
6251,6252,181
22242,22243,181
32575,32576,181
13359,13360,181
30870,30871,181
21723,21724,181
31851,31852,181
29030,29031,181
3640,3641,181
37854,37855,181
40467,40468,181
48296,48297,181
1392,1393,181
27611,27612,181
32032,32033,181
30832,30833,181
438,439,181
22533,22534,181
25047,25048,181
8453,8454,181
27026,27027,181
41239,41240,181
33863,33864,181
26882,26883,181
8578,8579,181
3113,3114,181
15747,15748,181
35258,35259,181
33146,33147,181
43036,43037,181
14221,14222,181
52582,52583,181
17241,17242,181
21229,21230,181
35981,35982,181
3021,3022,181
19170,19171,181
44495,44496,180
8095,8096,180
17104,17105,180
31197,31198,180
21657,21658,180
13094,13095,180
52468,52469,180
18549,18550,180
28830,28831,180
9803,9804,180
16575,16576,180
52928,52929,180
35779,35780,180
7978,7979,180
26281,26282,180
13878,13879,180
10661,10662,180
34082,34083,180
9164,9165,180
41746,41747,180
1135,1136,180
40489,40490,180
33454,33455,180
40166,40167,180
1087,1088,180
14234,14235,180
48821,48822,179
38686,38687,179
27266,27267,179
49513,49514,179
49151,49152,179
46146,46147,179
9842,9843,179
21780,21781,179
30303,30304,179
29731,29732,179
8439,8440,179
34530,34531,179
11836,11837,179
35607,35608,179
11544,11545,179
32489,32490,179
15053,15054,179
3004,3005,179
36030,36031,179
51451,51452,179
16128,16129,179
16820,16821,179
18492,18493,179
6322,6323,179
6024,6025,179
48006,48007,179
10884,10885,179
12999,13000,179
24566,24567,179
41743,41744,179
21542,21543,179
41281,41282,179
4146,4147,179
17358,17359,179
15934,15935,179
16345,16346,179
19667,19668,179
17882,17883,179
8908,8909,179
14135,14136,179
18315,18316,179
3826,3827,179
13377,13378,179
33206,33207,179
22912,22913,178
41299,41300,178
27514,27515,178
40565,40566,178
8525,8526,178
8518,8519,178
13111,13112,178
48290,48291,178
8611,8612,178
39932,39933,178
12839,12840,178
26096,26097,178
13083,13084,178
49829,49830,178
26145,26146,178
25064,25065,178
17404,17405,178
10119,10120,178
26749,26750,178
17221,17222,178
7224,7225,178
7151,7152,178
26799,26800,178
39451,39452,178
50592,50593,178
12667,12668,178
43299,43300,178
8958,8959,178
1676,1677,178
7800,7801,178
16586,16587,178
18956,18957,178
31304,31305,178
16420,16421,178
31759,31760,178
23496,23497,178
724,725,178
10791,10792,178
12360,12361,178
15019,15020,178
8257,8258,178
7969,7970,178
23557,23558,178
52006,52007,178
37152,37153,178
20990,20991,178
41996,41997,178
45810,45811,178
20362,20363,178
15837,15838,178
9194,9195,178
45497,45498,178
9256,9257,178
367,368,178
49381,49382,178
18178,18179,178
28300,28301,177
38850,38851,177
3262,3263,177
3917,3918,177
30159,30160,177
18766,18767,177
16045,16046,177
12441,12442,177
26991,26992,177
10086,10087,177
37098,37099,177
37040,37041,177
8748,8749,177
10255,10256,177
47489,47490,177
32057,32058,177
40974,40975,177
37034,37035,177
12001,12002,177
13188,13189,177
50683,50684,177
50398,50399,177
7998,7999,177
53144,53145,177
35325,35326,177
20413,20414,177
19540,19541,177
35865,35866,177
42567,42568,177
40250,40251,177
29154,29155,177
7839,7840,177
50609,50610,177
39719,39720,177
13825,13826,177
17803,17804,177
18198,18199,177
38066,38067,177
18052,18053,177
22211,22212,177
30878,30879,177
53172,53173,176
4820,4821,176
27899,27900,176
33408,33409,176
9918,9919,176
11526,11527,176
31092,31093,176
29643,29644,176
29670,29671,176
40840,40841,176
25029,25030,176
34,35,176
8387,8388,176
48049,48050,176
49490,49491,176
49137,49138,176
52739,52740,176
23710,23711,176
38445,38446,176
36663,36664,176
17449,17450,176
23767,23768,176
8089,8090,176
1349,1350,176
172,173,176
35567,35568,176
17831,17832,176
33946,33947,176
28457,28458,176
44649,44650,176
6015,6016,176
25414,25415,176
32198,32199,176
25484,25485,176
10296,10297,176
46478,46479,176
44170,44171,176
25871,25872,176
23891,23892,176
19894,19895,176
28802,28803,176
4043,4044,176
273,274,176
8568,8569,176
1455,1456,176
21159,21160,176
12144,12145,176
2282,2283,176
11835,11836,176
33356,33357,176
43948,43949,176
14889,14890,176
41401,41402,176
22367,22368,176
33632,33633,176
1295,1296,176
17328,17329,176
31335,31336,176
26941,26942,176
10906,10907,176
35738,35739,176
42942,42943,175
8059,8060,175
25697,25698,175
41732,41733,175
43038,43039,175
17702,17703,175
41860,41861,175
41576,41577,175
24440,24441,175
25326,25327,175
36307,36308,175
39031,39032,175
36882,36883,175
28922,28923,175
28942,28943,175
13162,13163,175
2664,2665,175
52894,52895,175
29352,29353,175
29844,29845,175
3720,3721,175
1439,1440,175
52135,52136,175
21787,21788,175
30289,30290,175
9804,9805,175
1793,1794,175
38184,38185,175
46822,46823,175
16402,16403,175
1758,1759,175
18919,18920,175
20242,20243,175
32808,32809,175
46211,46212,175
11190,11191,175
32951,32952,175
9383,9384,175
45592,45593,175
33118,33119,175
34786,34787,175
11420,11421,175
6595,6596,175
48808,48809,175
15607,15608,175
13579,13580,175
4279,4280,175
26319,26320,175
13628,13629,175
41061,41062,175
36120,36121,175
27584,27585,175
48388,48389,175
9560,9561,175
48195,48196,175
22312,22313,175
13924,13925,175
44936,44937,175
6714,6715,175
33472,33473,174
36724,36725,174
35985,35986,174
2065,2066,174
14233,14234,174
15500,15501,174
8077,8078,174
50118,50119,174
23961,23962,174
5151,5152,174
15566,15567,174
24091,24092,174
34881,34882,174
34362,34363,174
42354,42355,174
33336,33337,174
7437,7438,174
30512,30513,174
37563,37564,174
27512,27513,174
41144,41145,174
41112,41113,174
26481,26482,174
26495,26496,174
25677,25678,174
7211,7212,174
3049,3050,174
17651,17652,174
26824,26825,174
12981,12982,174
27459,27460,174
27511,27512,174
48449,48450,174
44304,44305,174
14574,14575,174
28458,28459,174
6566,6567,174
2346,2347,174
38765,38766,174
13194,13195,174
24961,24962,174
16572,16573,174
24608,24609,174
5635,5636,174
31940,31941,174
31995,31996,174
29036,29037,174
4890,4891,174
21359,21360,174
18119,18120,174
9786,9787,174
8208,8209,174
20073,20074,174
9381,9382,174
23003,23004,174
9056,9057,174
12134,12135,174
21727,21728,174
20552,20553,174
12155,12156,174
52424,52425,174
12192,12193,174
15855,15856,173
43726,43727,173
50773,50774,173
44693,44694,173
23497,23498,173
14292,14293,173
44616,44617,173
39194,39195,173
17474,17475,173
14148,14149,173
15193,15194,173
46101,46102,173
32915,32916,173
21236,21237,173
43553,43554,173
177,178,173
18239,18240,173
50752,50753,173
15766,15767,173
15790,15791,173
7609,7610,173
23375,23376,173
17746,17747,173
15521,15522,173
12826,12827,173
41967,41968,173
23212,23213,173
3687,3688,173
17677,17678,173
44835,44836,173
7841,7842,173
25811,25812,173
43886,43887,173
35197,35198,173
7579,7580,173
35110,35111,173
19943,19944,173
9356,9357,173
20739,20740,173
20374,20375,173
4794,4795,173
50443,50444,173
3245,3246,173
47017,47018,173
52964,52965,173
40316,40317,173
40345,40346,173
22443,22444,173
48725,48726,173
43342,43343,173
8640,8641,173
51691,51692,173
8832,8833,173
1036,1037,173
13018,13019,173
21524,21525,173
6246,6247,173
21758,21759,173
46526,46527,173
21974,21975,173
14634,14635,173
29131,29132,173
48146,48147,173
2721,2722,173
41104,41105,172
2500,2501,172
1448,1449,172
6041,6042,172
20736,20737,172
30235,30236,172
3121,3122,172
27807,27808,172
21850,21851,172
29488,29489,172
35295,35296,172
6866,6867,172
14410,14411,172
17080,17081,172
35520,35521,172
43175,43176,172
52955,52956,172
20872,20873,172
33678,33679,172
32138,32139,172
50975,50976,172
12637,12638,172
5356,5357,172
3419,3420,172
17439,17440,172
32034,32035,172
49183,49184,172
16346,16347,172
41318,41319,172
33526,33527,172
13298,13299,172
10456,10457,172
3620,3621,172
26017,26018,172
9829,9830,172
14584,14585,172
11576,11577,172
41229,41230,172
31158,31159,172
53280,53281,172
4900,4901,172
32573,32574,172
22571,22572,172
41962,41963,172
46132,46133,172
28342,28343,172
37515,37516,172
36666,36667,172
44906,44907,172
24010,24011,172
12770,12771,172
37548,37549,172
14942,14943,172
13762,13763,172
50288,50289,172
20058,20059,172
8285,8286,172
15081,15082,172
11501,11502,172
8027,8028,172
17936,17937,172
23775,23776,172
37126,37127,172
36994,36995,172
49987,49988,172
8277,8278,172
49997,49998,172
23485,23486,172
20034,20035,172
37713,37714,172
44022,44023,172
20240,20241,172
4211,4212,172
15009,15010,172
16274,16275,171
11996,11997,171
34403,34404,171
46446,46447,171
9970,9971,171
23062,23063,171
50939,50940,171
2270,2271,171
7993,7994,171
21267,21268,171
41420,41421,171
14838,14839,171
25987,25988,171
20948,20949,171
8421,8422,171
9144,9145,171
26180,26181,171
26181,26182,171
5579,5580,171
39378,39379,171
17527,17528,171
8443,8444,171
33126,33127,171
7409,7410,171
33074,33075,171
26399,26400,171
50904,50905,171
32051,32052,171
27044,27045,171
2720,2721,171
24203,24204,171
27539,27540,171
14369,14370,171
51552,51553,171
29899,29900,171
6855,6856,171
29571,29572,171
6293,6294,171
29311,29312,171
18044,18045,171
18491,18492,171
6396,6397,171
37896,37897,171
28944,28945,171
18432,18433,171
13133,13134,171
28530,28531,171
28415,28416,171
30258,30259,171
30299,30300,171
47238,47239,171
41227,41228,171
31907,31908,171
12622,12623,171
21557,21558,171
40114,40115,171
18907,18908,171
37481,37482,171
27228,27229,171
8564,8565,171
22496,22497,171
11381,11382,171
1517,1518,171
38155,38156,171
5911,5912,171
27397,27398,171
17219,17220,171
15036,15037,171
50714,50715,171
11350,11351,171
36125,36126,171
9473,9474,171
11262,11263,171
41966,41967,171
12790,12791,171
4489,4490,171
34914,34915,171
14872,14873,171
45070,45071,171
14176,14177,171
9284,9285,171
11072,11073,171
15253,15254,171
23184,23185,171
2837,2838,171
8301,8302,171
36489,36490,171
34638,34639,171
11029,11030,171
4826,4827,171
4815,4816,171
35023,35024,171
11809,11810,170
17664,17665,170
19957,19958,170
9308,9309,170
42292,42293,170
42450,42451,170
21738,21739,170
12733,12734,170
35911,35912,170
21598,21599,170
25154,25155,170
11587,11588,170
17206,17207,170
23721,23722,170
41791,41792,170
1709,1710,170
27447,27448,170
41925,41926,170
13738,13739,170
35156,35157,170
41113,41114,170
7975,7976,170
11286,11287,170
21365,21366,170
5434,5435,170
11910,11911,170
35426,35427,170
3756,3757,170
13744,13745,170
41848,41849,170
14598,14599,170
9250,9251,170
12371,12372,170
12473,12474,170
5592,5593,170
8042,8043,170
27220,27221,170
11920,11921,170
13002,13003,170
2543,2544,170
37392,37393,170
17717,17718,170
1633,1634,170
5486,5487,170
2997,2998,170
51617,51618,170
51611,51612,170
11884,11885,170
18067,18068,170
51833,51834,170
28312,28313,170
3981,3982,170
27662,27663,170
50022,50023,170
3579,3580,170
20331,20332,170
23873,23874,170
11316,11317,170
19654,19655,170
12805,12806,170
40720,40721,170
34858,34859,170
16858,16859,170
17546,17547,170
40814,40815,170
34762,34763,170
4966,4967,170
40839,40840,170
15185,15186,170
25704,25705,170
34702,34703,170
34314,34315,170
41615,41616,170
14900,14901,170
7452,7453,170
2873,2874,170
28451,28452,170
52213,52214,170
6657,6658,170
34417,34418,170
22191,22192,170
34463,34464,170
40896,40897,170
19610,19611,170
2055,2056,170
5171,5172,170
45934,45935,170
33554,33555,170
1771,1772,170
5099,5100,170
11838,11839,170
10007,10008,170
21860,21861,170
24395,24396,170
6688,6689,169
6096,6097,169
31293,31294,169
27744,27745,169
27159,27160,169
5763,5764,169
5759,5760,169
22610,22611,169
28539,28540,169
14542,14543,169
8695,8696,169
5758,5759,169
8333,8334,169
52343,52344,169
19714,19715,169
13072,13073,169
3240,3241,169
2420,2421,169
27739,27740,169
31511,31512,169
10180,10181,169
3221,3222,169
31753,31754,169
7074,7075,169
10771,10772,169
28642,28643,169
38078,38079,169
28738,28739,169
30560,30561,169
30665,30666,169
30690,30691,169
10687,10688,169
2476,2477,169
44962,44963,169
37610,37611,169
48492,48493,169
8187,8188,169
49751,49752,169
14118,14119,169
14204,14205,169
8827,8828,169
8312,8313,169
9751,9752,169
8336,8337,169
588,589,169
8911,8912,169
20031,20032,169
6248,6249,169
48281,48282,169
5811,5812,169
29501,29502,169
23955,23956,169
7673,7674,169
46957,46958,169
38069,38070,169
21816,21817,169
46753,46754,169
7064,7065,169
43703,43704,169
19849,19850,169
14073,14074,169
33992,33993,169
32148,32149,169
32159,32160,169
41533,41534,169
33712,33713,169
5108,5109,169
39250,39251,169
33555,33556,169
10227,10228,169
46421,46422,169
13428,13429,169
13360,13361,169
15101,15102,169
32616,32617,169
7584,7585,169
8448,8449,169
32709,32710,169
945,946,169
1736,1737,169
5244,5245,169
25605,25606,169
24287,24288,169
7866,7867,169
26528,26529,169
33036,33037,169
19925,19926,169
7954,7955,169
35392,35393,169
19012,19013,169
37404,37405,169
40002,40003,169
25937,25938,169
4288,4289,169
34166,34167,169
4933,4934,169
19452,19453,169
39005,39006,169
23481,23482,169
28418,28419,168
1293,1294,168
6659,6660,168
12416,12417,168
39012,39013,168
24964,24965,168
4896,4897,168
41434,41435,168
20246,20247,168
1584,1585,168
30070,30071,168
14928,14929,168
5266,5267,168
33068,33069,168
6894,6895,168
6616,6617,168
51935,51936,168
2618,2619,168
12261,12262,168
16080,16081,168
15625,15626,168
10569,10570,168
18168,18169,168
10502,10503,168
40818,40819,168
48110,48111,168
22318,22319,168
8409,8410,168
20971,20972,168
29417,29418,168
16785,16786,168
27536,27537,168
25615,25616,168
52555,52556,168
20318,20319,168
34192,34193,168
17009,17010,168
28693,28694,168
21877,21878,168
21876,21877,168
22153,22154,168
49572,49573,168
52011,52012,168
40883,40884,168
31781,31782,168
11984,11985,168
18164,18165,168
26637,26638,168
21371,21372,168
48744,48745,168
41203,41204,168
6957,6958,168
16351,16352,168
14356,14357,168
2987,2988,168
5904,5905,168
35328,35329,168
10742,10743,168
16540,16541,168
16343,16344,168
18619,18620,168
18615,18616,168
27186,27187,168
7856,7857,168
4060,4061,168
7003,7004,168
16329,16330,168
5550,5551,168
4070,4071,168
2165,2166,168
25319,25320,168
23737,23738,168
35160,35161,168
35453,35454,168
3260,3261,168
17315,17316,168
22624,22625,168
31614,31615,168
32772,32773,168
40329,40330,168
41141,41142,168
45587,45588,168
12814,12815,168
19492,19493,168
11030,11031,168
20738,20739,167
14986,14987,167
19122,19123,167
19072,19073,167
10588,10589,167
51775,51776,167
52333,52334,167
28881,28882,167
28406,28407,167
14593,14594,167
28540,28541,167
3361,3362,167
2330,2331,167
18967,18968,167
15836,15837,167
13602,13603,167
13598,13599,167
5632,5633,167
5609,5610,167
47810,47811,167
16940,16941,167
31886,31887,167
51315,51316,167
18883,18884,167
10560,10561,167
9525,9526,167
32833,32834,167
21027,21028,167
1320,1321,167
21841,21842,167
29686,29687,167
37363,37364,167
29764,29765,167
11208,11209,167
13196,13197,167
21256,21257,167
45058,45059,167
10690,10691,167
16661,16662,167
45833,45834,167
21163,21164,167
13390,13391,167
47172,47173,167
51596,51597,167
35867,35868,167
32758,32759,167
21165,21166,167
3464,3465,167
39265,39266,167
44009,44010,167
11643,11644,167
8819,8820,167
11726,11727,167
37753,37754,167
9175,9176,167
12525,12526,167
37380,37381,167
19802,19803,167
43830,43831,167
21438,21439,167
1353,1354,167
40200,40201,167
35727,35728,167
37096,37097,167
45436,45437,167
19754,19755,167
32345,32346,167
9398,9399,167
36001,36002,167
4705,4706,167
20083,20084,167
16964,16965,167
9671,9672,167
48703,48704,167
27124,27125,167
8690,8691,167
24790,24791,167
26764,26765,167
24989,24990,167
50581,50582,167
23290,23291,167
25265,25266,167
50951,50952,167
6789,6790,167
25471,25472,167
19412,19413,167
14015,14016,167
23095,23096,167
8399,8400,167
22286,22287,167
25924,25925,167
41494,41495,167
25930,25931,167
7405,7406,167
24487,24488,167
17457,17458,167
28178,28179,167
51122,51123,167
28218,28219,167
23838,23839,167
6928,6929,167
48284,48285,167
42212,42213,167
28177,28178,167
21105,21106,166
21822,21823,166
18669,18670,166
32648,32649,166
26265,26266,166
19509,19510,166
16145,16146,166
5334,5335,166
7259,7260,166
16122,16123,166
10375,10376,166
3501,3502,166
30410,30411,166
6016,6017,166
50897,50898,166
49201,49202,166
27493,27494,166
16664,16665,166
47248,47249,166
5801,5802,166
17403,17404,166
19757,19758,166
26669,26670,166
47028,47029,166
5908,5909,166
16416,16417,166
17231,17232,166
40095,40096,166
41269,41270,166
30760,30761,166
18249,18250,166
7119,7120,166
17492,17493,166
41338,41339,166
5916,5917,166
32268,32269,166
30738,30739,166
7164,7165,166
996,997,166
5943,5944,166
30551,30552,166
1644,1645,166
12973,12974,166
38995,38996,166
39074,39075,166
4992,4993,166
44018,44019,166
4232,4233,166
42172,42173,166
3795,3796,166
9359,9360,166
50015,50016,166
38330,38331,166
18144,18145,166
52730,52731,166
2124,2125,166
42321,42322,166
7972,7973,166
12750,12751,166
44469,44470,166
37493,37494,166
37616,37617,166
37725,37726,166
37781,37782,166
3934,3935,166
44265,44266,166
52667,52668,166
2217,2218,166
3886,3887,166
38058,38059,166
50312,50313,166
2628,2629,166
41981,41982,166
15257,15258,166
52874,52875,166
42907,42908,166
23055,23056,166
10952,10953,166
17119,17120,166
14055,14056,166
11956,11957,166
10314,10315,166
3655,3656,166
41745,41746,166
10308,10309,166
25686,25687,166
38846,38847,166
20450,20451,166
45360,45361,166
43911,43912,166
41853,41854,166
8351,8352,166
35653,35654,166
20591,20592,166
9508,9509,166
44954,44955,166
36121,36122,166
7777,7778,166
41976,41977,166
29831,29832,166
26387,26388,166
42612,42613,166
6359,6360,166
13099,13100,166
28558,28559,166
48268,48269,166
40874,40875,166
29502,29503,166
1224,1225,166
10047,10048,166
6280,6281,166
29007,29008,166
6328,6329,166
40792,40793,166
3093,3094,166
28395,28396,166
47527,47528,166
40736,40737,166
29108,29109,166
26155,26156,165
9895,9896,165
27282,27283,165
30952,30953,165
19989,19990,165
342,343,165
20493,20494,165
27274,27275,165
25097,25098,165
50863,50864,165
35823,35824,165
20465,20466,165
1322,1323,165
27996,27997,165
35617,35618,165
38748,38749,165
10759,10760,165
25339,25340,165
17266,17267,165
1761,1762,165
45290,45291,165
16898,16899,165
7256,7257,165
28615,28616,165
17215,17216,165
6689,6690,165
3785,3786,165
7867,7868,165
12223,12224,165
46122,46123,165
40989,40990,165
40771,40772,165
28148,28149,165
27815,27816,165
30767,30768,165
48621,48622,165
5326,5327,165
4574,4575,165
1946,1947,165
13169,13170,165
19137,19138,165
41600,41601,165
26029,26030,165
34078,34079,165
2947,2948,165
26259,26260,165
8406,8407,165
39692,39693,165
51402,51403,165
10501,10502,165
33620,33621,165
19355,19356,165
1798,1799,165
26235,26236,165
14653,14654,165
19867,19868,165
14027,14028,165
12929,12930,165
13380,13381,165
34260,34261,165
16857,16858,165
14619,14620,165
25520,25521,165
8370,8371,165
4714,4715,165
27990,27991,165
9800,9801,165
38856,38857,165
5999,6000,165
32020,32021,165
22009,22010,165
22033,22034,165
5573,5574,165
26870,26871,165
11919,11920,165
12185,12186,165
10316,10317,165
11326,11327,165
28925,28926,165
7677,7678,165
39507,39508,165
14383,14384,165
42286,42287,165
41013,41014,165
43151,43152,165
3855,3856,165
53011,53012,165
15122,15123,165
22486,22487,165
19526,19527,165
11213,11214,165
2647,2648,165
6148,6149,165
37652,37653,165
20308,20309,165
23779,23780,165
43138,43139,165
40359,40360,165
37581,37582,165
11828,11829,165
10671,10672,165
37480,37481,165
30011,30012,165
44685,44686,165
14121,14122,165
10531,10532,165
12333,12334,165
22474,22475,165
51482,51483,165
28480,28481,165
37074,37075,165
43324,43325,165
38307,38308,165
2111,2112,165
6682,6683,165
14969,14970,165
9109,9110,164
26752,26753,164
41731,41732,164
44136,44137,164
34483,34484,164
445,446,164
15812,15813,164
40960,40961,164
7492,7493,164
38913,38914,164
17453,17454,164
49502,49503,164
22201,22202,164
41336,41337,164
27598,27599,164
13519,13520,164
4004,4005,164
27010,27011,164
21580,21581,164
45381,45382,164
7277,7278,164
29626,29627,164
49558,49559,164
43835,43836,164
11232,11233,164
2328,2329,164
10109,10110,164
9808,9809,164
7522,7523,164
22200,22201,164
43370,43371,164
3999,4000,164
39459,39460,164
4908,4909,164
51804,51805,164
34269,34270,164
18505,18506,164
49051,49052,164
17524,17525,164
21315,21316,164
52050,52051,164
8830,8831,164
39663,39664,164
2939,2940,164
1765,1766,164
8638,8639,164
29064,29065,164
26264,26265,164
32666,32667,164
39662,39663,164
7209,7210,164
29644,29645,164
11324,11325,164
2468,2469,164
49021,49022,164
7190,7191,164
39141,39142,164
39284,39285,164
34146,34147,164
18227,18228,164
10536,10537,164
13961,13962,164
11225,11226,164
26664,26665,164
3942,3943,164
13082,13083,164
33947,33948,164
33885,33886,164
10828,10829,164
6457,6458,164
49281,49282,164
29239,29240,164
2552,2553,164
9732,9733,164
49630,49631,164
35982,35983,164
14897,14898,164
4095,4096,164
9488,9489,164
5862,5863,164
28038,28039,164
15467,15468,164
6053,6054,164
51651,51652,164
27030,27031,164
31395,31396,164
4051,4052,164
40353,40354,164
9288,9289,164
20076,20077,164
35764,35765,164
11976,11977,164
18089,18090,164
15539,15540,164
48096,48097,164
18555,18556,164
37252,37253,164
2046,2047,164
10696,10697,164
21743,21744,164
51250,51251,164
2445,2446,164
15160,15161,164
1483,1484,164
24631,24632,164
14439,14440,164
52740,52741,164
30710,30711,164
24780,24781,164
24430,24431,164
4283,4284,164
6034,6035,164
27369,27370,164
11163,11164,164
36339,36340,164
27126,27127,164
53365,53366,164
16641,16642,164
27837,27838,164
12165,12166,164
49635,49636,164
27042,27043,164
21829,21830,164
31728,31729,164
31654,31655,164
20633,20634,164
20677,20678,164
31535,31536,164
51713,51714,164
37459,37460,164
2287,2288,164
19682,19683,164
201,202,164
33598,33599,163
14745,14746,163
38290,38291,163
20257,20258,163
49250,49251,163
36402,36403,163
15266,15267,163
4734,4735,163
7355,7356,163
34926,34927,163
35104,35105,163
36404,36405,163
9412,9413,163
28002,28003,163
15997,15998,163
25596,25597,163
50001,50002,163
23797,23798,163
27919,27920,163
36983,36984,163
17875,17876,163
9439,9440,163
44722,44723,163
9101,9102,163
44461,44462,163
16847,16848,163
45371,45372,163
35240,35241,163
42374,42375,163
19947,19948,163
4241,4242,163
38097,38098,163
36751,36752,163
41833,41834,163
35113,35114,163
13653,13654,163
23108,23109,163
49849,49850,163
2040,2041,163
6727,6728,163
4940,4941,163
44318,44319,163
25254,25255,163
15840,15841,163
12760,12761,163
45093,45094,163
53278,53279,163
14840,14841,163
229,230,163
23085,23086,163
41682,41683,163
19289,19290,163
15542,15543,163
34607,34608,163
38729,38730,163
11954,11955,163
44418,44419,163
19009,19010,163
35857,35858,163
15732,15733,163
38120,38121,163
34744,34745,163
19249,19250,163
35403,35404,163
23971,23972,163
11705,11706,163
23588,23589,163
36072,36073,163
45259,45260,163
50129,50130,163
37849,37850,163
7714,7715,163
25760,25761,163
20228,20229,163
8138,8139,163
41947,41948,163
28296,28297,163
11267,11268,163
24131,24132,163
4439,4440,163
14939,14940,163
1799,1800,163
31633,31634,163
29561,29562,163
27578,27579,163
16769,16770,163
16574,16575,163
14021,14022,163
18493,18494,163
6924,6925,163
48824,48825,163
18341,18342,163
9058,9059,163
9611,9612,163
17289,17290,163
22495,22496,163
32375,32376,163
9586,9587,163
5940,5941,163
8462,8463,163
48477,48478,163
74,75,163
30367,30368,163
43467,43468,163
18735,18736,163
8914,8915,163
5567,5568,163
13034,13035,163
39551,39552,163
1018,1019,163
12167,12168,163
21665,21666,163
27278,27279,163
21855,21856,163
